YEAR,MO,DY,HR,T2M,WS50M,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN
2022,6,6,5,17.98,7.86,0.02,3.82,73.12,121.98
2022,6,6,6,18.24,6.9,0.12,9.98,169.38,316.23
2022,6,6,7,18.6,6.17,0.35,18.02,285.75,521.7
2022,6,6,8,18.94,5.98,0.7,28.2,458.72,707.48
2022,6,6,9,19.18,6.32,1.34,46.82,793.65,850.12
2022,6,6,10,19.32,6.83,1.66,53.77,897.73,939.5
2022,6,6,11,19.34,7.05,1.8,56.54,924.34,971.8
2022,6,6,12,19.31,6.77,1.66,53.72,895.5,939.75
2022,6,6,13,19.24,6.17,1.36,47.88,828.62,847.92
2022,6,6,14,19.12,5.89,0.9,37.05,660.73,701.83
2022,6,6,15,18.95,5.62,0.44,22.72,403.59,512.88
2022,6,6,16,18.73,5.37,0.16,13.02,261.79,309.52
2022,6,6,17,18.53,5.44,0.02,4.88,98.87,123.15
2022,6,6,18,18.36,5.39,0,0.62,15.49,11.67
2022,6,6,19,18.21,4.56,0,0,0,0
2022,6,6,20,18.13,3.62,0,0,0,0
2022,6,6,21,18.01,3.04,0,0,0,0
2022,6,6,22,17.87,2.86,0,0,0,0
2022,6,6,23,17.89,2.39,0,0,0,0
2022,6,7,0,18.01,1.43,0,0,0,0
2022,6,7,1,18.07,1.94,0,0,0,0
2022,6,7,2,18.07,2.89,0,0,0,0
2022,6,7,3,18.19,3.54,0,0,0,0
2022,6,7,4,18.47,4.15,0,0.25,7.52,6.42
2022,6,7,5,18.92,4.45,0.01,2.27,45.34,77.73
2022,6,7,6,19.21,4.45,0.07,6.05,118.66,202.62
2022,6,7,7,19.38,4.17,0.17,10.09,202.85,322.05
2022,6,7,8,19.47,3.7,0.33,14.53,293.17,454.83
2022,6,7,9,19.56,3.06,0.48,18.23,358.09,586.83
2022,6,7,10,19.8,2.44,0.57,20.06,353.63,695.65
2022,6,7,11,20.05,1.96,0.98,30.84,432.52,918.55
2022,6,7,12,20.27,1.67,1.11,35.59,561.38,885.98
2022,6,7,13,20.34,1.57,0.84,29.25,453.56,804.23
2022,6,7,14,20.28,1.47,0.63,24.98,380.08,688.05
2022,6,7,15,20.15,1.59,0.34,16.78,260.21,515.27
2022,6,7,16,20.06,1.96,0.12,9.27,144.52,318.9
2022,6,7,17,19.9,2.3,0.02,3.28,62.2,131.17
2022,6,7,18,19.65,2.48,0,0.55,13.37,12.77
2022,6,7,19,19.44,2.54,0,0,0,0
2022,6,7,20,19.32,2.62,0,0,0,0
2022,6,7,21,19.24,2.55,0,0,0,0
2022,6,7,22,19.18,2.32,0,0,0,0
2022,6,7,23,19.12,2.22,0,0,0,0
2022,6,8,0,19.07,2.36,0,0,0,0
2022,6,8,1,19,3.18,0,0,0,0
2022,6,8,2,18.98,4.38,0,0,0,0
2022,6,8,3,18.95,5.29,0,0,0,0
2022,6,8,4,18.98,5.86,0,0.39,10.04,8.45
2022,6,8,5,19.21,6.04,0.02,4.25,86.6,106.02
2022,6,8,6,19.44,6.33,0.12,11.66,231.61,267.6
2022,6,8,7,19.75,6.53,0.36,22,424.91,460.65
2022,6,8,8,20.05,6.56,0.64,30.04,544.02,644.95
2022,6,8,9,20.3,6.75,1.09,42.74,749.96,805.95
2022,6,8,10,20.46,6.88,1.38,48.93,825.04,907.62
2022,6,8,11,20.58,6.71,1.64,55.17,889.3,969.33
2022,6,8,12,20.71,6.24,1.54,53.01,865.41,945.85
2022,6,8,13,20.79,5.58,1.23,45.62,752.87,861.45
2022,6,8,14,20.82,5.41,0.83,36.13,607.05,722
2022,6,8,15,20.82,5.87,0.42,24.07,419.55,540.45
2022,6,8,16,20.73,6.3,0.16,14.11,260.54,336.4
2022,6,8,17,20.42,6.58,0.02,5.53,108.02,139.52
2022,6,8,18,19.94,6.59,0,0.66,16.66,13.55
2022,6,8,19,19.52,6.4,0,0,0,0
2022,6,8,20,19.25,6.35,0,0,0,0
2022,6,8,21,19.05,6.46,0,0,0,0
2022,6,8,22,18.94,6.32,0,0,0,0
2022,6,8,23,18.91,5.97,0,0,0,0
2022,6,9,0,18.89,5.98,0,0,0,0
2022,6,9,1,18.86,6.24,0,0,0,0
2022,6,9,2,18.83,6.38,0,0,0,0
2022,6,9,3,18.81,6.61,0,0,0,0
2022,6,9,4,18.79,7.09,0,0.42,11.25,8.27
2022,6,9,5,19.14,6.62,0.02,5,100.03,108.77
2022,6,9,6,19.44,6.61,0.12,13.23,270.86,288.8
2022,6,9,7,19.82,6.67,0.38,23.61,455.33,485.2
2022,6,9,8,20.21,6.7,0.74,34.16,631.95,664.85
2022,6,9,9,20.5,6.22,1.13,44.14,780.72,807.58
2022,6,9,10,20.71,5.36,1.4,49.6,859.2,898.85
2022,6,9,11,20.87,5.07,1.51,51.24,866.6,936.2
2022,6,9,12,20.99,4.58,1.38,48.61,820.82,912.75
2022,6,9,13,21.1,4.43,1.16,43.98,764.18,829.48
2022,6,9,14,21.14,3.69,0.78,35.01,622.88,691.73
2022,6,9,15,21.12,3.38,0.41,24.59,464.76,514.67
2022,6,9,16,21.03,3.74,0.14,13.67,279.68,317.12
2022,6,9,17,20.84,3.79,0.02,6.01,131.41,130.6
2022,6,9,18,20.49,5.27,0,0.66,16.74,12.95
2022,6,9,19,20.13,5.87,0,0,0,0
2022,6,9,20,19.8,5.72,0,0,0,0
2022,6,9,21,19.57,5.05,0,0,0,0
2022,6,9,22,19.43,5.1,0,0,0,0
2022,6,9,23,19.36,5.62,0,0,0,0
2022,6,10,0,19.3,5.85,0,0,0,0
2022,6,10,1,19.18,5.94,0,0,0,0
2022,6,10,2,19.16,5.99,0,0,0,0
2022,6,10,3,19.23,6.23,0,0,0,0
2022,6,10,4,19.3,6.5,0,0.41,10.41,8.58
2022,6,10,5,19.66,6.45,0.01,2.39,42.21,115.85
2022,6,10,6,19.93,6.49,0.11,10.07,169.03,301.83
2022,6,10,7,20.17,6.67,0.3,17.18,276.2,500.55
2022,6,10,8,20.41,6.89,0.62,26.91,438.64,679.45
2022,6,10,9,20.67,6.59,0.66,24.9,359.35,822.5
2022,6,10,10,20.93,6.1,0.69,24.16,333.25,910.8
2022,6,10,11,21.11,5.66,0.65,22.43,297.49,940.85
2022,6,10,12,21.28,4.91,0.57,20.07,263.11,915.73
2022,6,10,13,21.45,4.13,0.75,27.67,413.98,831.1
2022,6,10,14,21.55,3.94,0.57,24.08,374.67,685.48
2022,6,10,15,21.45,4.6,0.36,19.28,321.92,507.65
2022,6,10,16,21.35,4.89,0.1,8.79,140.82,311.08
2022,6,10,17,21.12,5.43,0.01,2.41,41.17,126.98
2022,6,10,18,20.69,5.8,0,0.36,9.88,12.85
2022,6,10,19,20.39,6.03,0,0,0,0
2022,6,10,20,20.29,5.63,0,0,0,0
2022,6,10,21,20.27,5.37,0,0,0,0
2022,6,10,22,20.24,5.68,0,0,0,0
2022,6,10,23,20.04,5.82,0,0,0,0
2022,6,11,0,19.66,5.78,0,0,0,0
2022,6,11,1,19.26,5.56,0,0,0,0
2022,6,11,2,18.9,4.84,0,0,0,0
2022,6,11,3,18.76,4.35,0,0,0,0
2022,6,11,4,18.78,4.22,0,0.22,6.84,7.23
2022,6,11,5,19.02,4.09,0.02,3.05,56.11,90.08
2022,6,11,6,19.31,3.88,0.09,8.92,158.98,248.95
2022,6,11,7,19.63,3.93,0.3,17.24,312.79,435.23
2022,6,11,8,19.94,4.31,0.66,29.1,532.37,611.95
2022,6,11,9,20.3,5.07,0.97,37.09,668.21,753.6
2022,6,11,10,20.62,5.89,1.22,42.55,741.9,846.3
2022,6,11,11,20.8,6.19,1.48,48.68,788.33,926.42
2022,6,11,12,20.9,5.94,1.36,45.91,760.19,893.17
2022,6,11,13,20.94,5.65,1.07,39.43,674.25,802.75
2022,6,11,14,20.98,5.44,0.76,33.07,590.8,662.33
2022,6,11,15,20.96,5.25,0.41,23.19,439.96,484.8
2022,6,11,16,20.84,5.13,0.15,13.27,268.93,291.75
2022,6,11,17,20.62,4.87,0.02,5.59,116.99,116.58
2022,6,11,18,20.26,4.66,0,0.65,16.18,12.02
2022,6,11,19,19.92,4.63,0,0,0,0
2022,6,11,20,19.66,4.82,0,0,0,0
2022,6,11,21,19.45,4.82,0,0,0,0
2022,6,11,22,19.28,4.66,0,0,0,0
2022,6,11,23,19.2,4.62,0,0,0,0
2022,6,12,0,19.2,4.67,0,0,0,0
2022,6,12,1,19.24,4.85,0,0,0,0
2022,6,12,2,19.29,5.22,0,0,0,0
2022,6,12,3,19.33,5.78,0,0,0,0
2022,6,12,4,19.36,6.27,0,0.35,9.66,7.38
2022,6,12,5,19.7,6.16,0.02,3.79,78.55,94.7
2022,6,12,6,20.01,5.97,0.12,10.6,203.77,257.8
2022,6,12,7,20.39,6.53,0.32,18.2,339.83,445.52
2022,6,12,8,20.72,7.79,0.57,25.12,446.54,624.33
2022,6,12,9,20.87,8.38,0.88,33.34,587.66,774.15
2022,6,12,10,20.89,8.55,1.14,39.16,676.55,874.05
2022,6,12,11,21.01,8.77,1.25,41.55,693.21,914.45
2022,6,12,12,21.11,8.85,1.26,42.57,735.27,890.8
2022,6,12,13,21.14,8.24,0.9,33.2,551.55,812.75
2022,6,12,14,21.28,7.1,0.61,25.53,416.53,678.58
2022,6,12,15,21.19,6.14,0.32,17.03,274.23,504.17
2022,6,12,16,21.05,6.37,0.12,9.65,157.91,309.45
2022,6,12,17,20.82,7.14,0.02,3.77,65.72,127.92
2022,6,12,18,20.48,7.13,0,0.48,12.87,13.15
2022,6,12,19,20.22,7.09,0,0,0,0
2022,6,12,20,20.06,7.21,0,0,0,0
2022,6,12,21,19.96,7.03,0,0,0,0
2022,6,12,22,19.9,6.5,0,0,0,0
2022,6,12,23,19.88,6.99,0,0,0,0
2022,6,13,0,19.86,6.91,0,0,0,0
2022,6,13,1,19.84,7.33,0,0,0,0
2022,6,13,2,19.85,7.62,0,0,0,0
2022,6,13,3,19.87,7.76,0,0,0,0
2022,6,13,4,19.91,7.8,0,0.26,7.29,7.65
2022,6,13,5,20.01,7.99,0.01,1.3,21.9,100.85
2022,6,13,6,20.15,8.48,0.02,1.77,26.98,273.27
2022,6,13,7,20.25,8.35,0.08,4.02,51.81,465.08
2022,6,13,8,20.29,8.33,0.26,10.65,131.14,645.95
2022,6,13,9,20.25,8.29,0.43,15.17,193.32,790.75
2022,6,13,10,20.19,8.46,0.73,23.44,297.25,884.45
2022,6,13,11,20.15,9.05,0.81,25.46,319.94,918.92
2022,6,13,12,20.14,9.45,0.59,19.33,241.35,892.83
2022,6,13,13,20.13,9.54,0.3,11.05,124.89,811
2022,6,13,14,20.08,9.52,0.28,11.44,142.96,668.2
2022,6,13,15,20.02,9.82,0.2,10.23,140.74,478
2022,6,13,16,19.98,9.82,0.09,6.59,97,285.5
2022,6,13,17,19.9,9.49,0.02,2.45,38.14,115.23
2022,6,13,18,19.77,9.23,0,0.45,11.19,12.67
2022,6,13,19,19.73,8.64,0,0,0,0
2022,6,13,20,19.7,9.04,0,0,0,0
2022,6,13,21,19.64,9.34,0,0,0,0
2022,6,13,22,19.64,9.61,0,0,0,0
2022,6,13,23,19.59,10.38,0,0,0,0
2022,6,14,0,19.56,11.27,0,0,0,0
2022,6,14,1,19.53,11.21,0,0,0,0
2022,6,14,2,19.53,10.96,0,0,0,0
2022,6,14,3,19.58,10.61,0,0,0,0
2022,6,14,4,19.62,10.11,0,0.26,7.33,7.77
2022,6,14,5,19.62,9.78,0.01,1.77,28.95,98.75
2022,6,14,6,19.65,9.72,0.07,5.59,81.73,264.92
2022,6,14,7,19.73,9.19,0.23,12.19,175.75,459.45
2022,6,14,8,19.79,8.46,0.44,17.87,243.69,646.48
2022,6,14,9,19.85,7.59,0.68,24.04,331.97,792.52
2022,6,14,10,19.85,6.62,0.84,26.99,366.4,887.98
2022,6,14,11,19.85,5.87,0.92,29.13,392.4,925.98
2022,6,14,12,19.85,5.32,0.7,22.71,294.83,906.58
2022,6,14,13,19.84,4.99,0.78,27.19,386.18,824
2022,6,14,14,19.9,4.87,0.59,22.99,336.54,685.4
2022,6,14,15,19.99,4.77,0.27,12.73,202.02,501.92
2022,6,14,16,20.01,4.42,0.1,7.34,118.26,301.55
2022,6,14,17,19.96,3.89,0.02,2.57,43.28,121.55
2022,6,14,18,19.79,3.45,0,0.56,13.67,13.42
2022,6,14,19,19.61,3.15,0,0,0,0
2022,6,14,20,19.52,2.99,0,0,0,0
2022,6,14,21,19.44,2.87,0,0,0,0
2022,6,14,22,19.36,2.93,0,0,0,0
2022,6,14,23,19.28,3.13,0,0,0,0
2022,6,15,0,19.26,3.58,0,0,0,0
2022,6,15,1,19.28,4.2,0,0,0,0
2022,6,15,2,19.33,4.87,0,0,0,0
2022,6,15,3,19.39,5.2,0,0,0,0
2022,6,15,4,19.47,5.35,0,0.33,8.15,8.45
2022,6,15,5,19.86,5.56,0.02,3.29,61.01,112.45
2022,6,15,6,20.23,5.8,0.1,9.44,166.68,295.67
2022,6,15,7,20.63,6.05,0.3,16.77,269.67,492.75
2022,6,15,8,21.05,6.3,0.61,26.27,403.96,675.25
2022,6,15,9,21.37,6.43,0.95,35.05,550.98,817.4
2022,6,15,10,21.57,6.47,1.09,37.11,572.89,908.33
2022,6,15,11,21.73,6.59,1.24,41.63,671.62,918.1
2022,6,15,12,21.81,6.6,1.18,40.73,671.38,893.23
2022,6,15,13,21.8,6.39,1.02,38.15,640.98,811.7
2022,6,15,14,21.76,6.02,0.71,30.79,532.88,677.25
2022,6,15,15,21.66,5.43,0.36,20.52,370.26,502.67
2022,6,15,16,21.49,5.03,0.15,13.29,255.95,307.3
2022,6,15,17,21.23,4.77,0.02,5.3,101.33,125.3
2022,6,15,18,20.94,4.91,0,0.67,16.65,13.85
2022,6,15,19,20.73,5.35,0,0,0,0
2022,6,15,20,20.59,5.56,0,0,0,0
2022,6,15,21,20.53,5.76,0,0,0,0
2022,6,15,22,20.46,6.02,0,0,0,0
2022,6,15,23,20.36,6.09,0,0,0,0
2022,6,16,0,20.28,6.02,0,0,0,0
2022,6,16,1,20.21,5.65,0,0,0,0
2022,6,16,2,20.14,5.21,0,0,0,0
2022,6,16,3,20.11,4.76,0,0,0,0
2022,6,16,4,20.09,4.25,0,0.33,8.77,7.3
2022,6,16,5,20.47,3.67,0.01,2.84,52.24,90.55
2022,6,16,6,20.69,2.99,0.08,7.61,138.65,243.08
2022,6,16,7,20.92,2.58,0.23,13.38,241.43,412.75
2022,6,16,8,21.15,2.52,0.49,22.65,433.76,563.48
2022,6,16,9,21.38,2.62,0.73,28.99,564.76,684.35
2022,6,16,10,21.55,2.61,0.77,27.9,508.74,765.58
2022,6,16,11,21.59,2.11,0.96,32.59,531.25,861.5
2022,6,16,12,21.62,1.49,0.98,34.05,549.31,851.67
2022,6,16,13,21.73,1.85,1.05,39.29,696.03,786.4
2022,6,16,14,21.9,2.71,0.71,30.71,534.17,663.12
2022,6,16,15,22.01,3.69,0.38,21.46,386.26,494.77
2022,6,16,16,21.98,4.69,0.15,12.39,222.14,304.27
2022,6,16,17,21.79,5.42,0.02,4.7,88.02,124.75
2022,6,16,18,21.45,5.73,0,0.54,13.61,13.9
2022,6,16,19,21.23,5.94,0,0,0,0
2022,6,16,20,21.2,6.3,0,0,0,0
2022,6,16,21,21.18,6.48,0,0,0,0
2022,6,16,22,21.15,6.54,0,0,0,0
2022,6,16,23,21.06,6.73,0,0,0,0
2022,6,17,0,21,6.98,0,0,0,0
2022,6,17,1,21.06,7.33,0,0,0,0
2022,6,17,2,21.15,7.82,0,0,0,0
2022,6,17,3,21.22,8.11,0,0,0,0
2022,6,17,4,21.26,7.86,0,0.38,9.92,7.05
2022,6,17,5,21.43,7.1,0.01,1.98,34.55,86.73
2022,6,17,6,21.51,6.51,0.06,6.09,101.39,238.6
2022,6,17,7,21.62,6.03,0.18,10.48,166.17,419.02
2022,6,17,8,21.77,5.45,0.4,17.59,280.9,590.85
2022,6,17,9,21.99,4.54,0.52,19.49,300.27,726.48
2022,6,17,10,22.24,3.38,0.64,22.42,344.85,811.67
2022,6,17,11,22.49,2.7,1.01,32.95,455.72,938.5
2022,6,17,12,22.62,3.31,1.26,42.5,663.03,914
2022,6,17,13,22.7,4.64,1.14,42.2,695.9,829.98
2022,6,17,14,22.74,5.93,0.74,31.77,517.42,689.85
2022,6,17,15,22.67,6.47,0.41,22.85,396.12,505.27
2022,6,17,16,22.53,5.99,0.14,12.06,224.17,303.08
2022,6,17,17,22.3,5.21,0.02,4.58,91.55,124.8
2022,6,17,18,21.99,4.77,0,0.72,17.37,14.45
2022,6,17,19,21.79,4.34,0,0,0,0
2022,6,17,20,21.73,3.63,0,0,0,0
2022,6,17,21,21.68,3.19,0,0,0,0
2022,6,17,22,21.62,2.72,0,0,0,0
2022,6,17,23,21.52,2.32,0,0,0,0
2022,6,18,0,21.41,2.2,0,0,0,0
2022,6,18,1,21.33,2.1,0,0,0,0
2022,6,18,2,21.26,1.91,0,0,0,0
2022,6,18,3,21.17,1.83,0,0,0,0
2022,6,18,4,21.08,2.14,0,0.4,9.73,7.62
2022,6,18,5,21.2,2.77,0.02,4.33,80.6,97.92
2022,6,18,6,21.56,3.37,0.12,11.76,230.8,261.3
2022,6,18,7,21.92,3.72,0.34,21.07,403.42,446.1
2022,6,18,8,22.21,4.15,0.72,32.93,612.67,619.08
2022,6,18,9,22.51,4.56,1.07,41.48,748.82,758.02
2022,6,18,10,22.79,4.97,1.32,46.47,813.8,848.5
2022,6,18,11,22.92,5.18,1.72,55.77,873.77,955
2022,6,18,12,22.98,5.51,1.65,54.84,881.88,930.15
2022,6,18,13,23,5.33,1.36,49.53,823.45,845.9
2022,6,18,14,23.06,5.09,0.93,39.56,672.42,709.05
2022,6,18,15,23.1,5.14,0.49,27.18,480.9,531.85
2022,6,18,16,22.98,5.44,0.19,16.59,323.84,330.62
2022,6,18,17,22.58,6.02,0.03,6.81,140.95,140.8
2022,6,18,18,22.05,6.41,0,0.85,20.03,15.92
2022,6,18,19,21.71,6.45,0,0,0,0
2022,6,18,20,21.62,6.34,0,0,0,0
2022,6,18,21,21.63,6.09,0,0,0,0
2022,6,18,22,21.64,5.58,0,0,0,0
2022,6,18,23,21.62,5.12,0,0,0,0
2022,6,19,0,21.63,4.68,0,0,0,0
2022,6,19,1,21.67,4.83,0,0,0,0
2022,6,19,2,21.71,5.34,0,0,0,0
2022,6,19,3,21.73,5.58,0,0,0,0
2022,6,19,4,21.76,5.8,0,0.35,9.04,7.65
2022,6,19,5,21.98,5.71,0.01,2.66,46.26,99.25
2022,6,19,6,22.22,5.74,0.08,7.58,119.7,264.02
2022,6,19,7,22.46,5.99,0.26,15.09,235.71,453.12
2022,6,19,8,22.76,6.23,0.58,25.84,412.02,640.1
2022,6,19,9,23.05,6.38,1.09,42.48,720.47,787.77
2022,6,19,10,23.26,6.26,1.29,45.2,721.99,885.62
2022,6,19,11,23.44,5.86,1.45,48.71,750.1,933.88
2022,6,19,12,23.59,5.48,1.33,45.98,721.92,911
2022,6,19,13,23.64,5.19,1.12,41.69,678.41,829
2022,6,19,14,23.62,4.87,0.77,33.85,560.12,692.73
2022,6,19,15,23.54,4.63,0.44,25.09,443.79,516.52
2022,6,19,16,23.32,4.52,0.16,14.56,269.37,319.27
2022,6,19,17,22.95,4.56,0.03,5.92,110.16,133.35
2022,6,19,18,22.54,4.42,0,0.77,18.29,15.27
2022,6,19,19,22.27,4.13,0,0,0,0
2022,6,19,20,22.16,3.77,0,0,0,0
2022,6,19,21,22.1,3.33,0,0,0,0
2022,6,19,22,22.06,2.82,0,0,0,0
2022,6,19,23,22.05,2.26,0,0,0,0
2022,6,20,0,21.94,1.89,0,0,0,0
2022,6,20,1,21.8,1.86,0,0,0,0
2022,6,20,2,21.72,1.83,0,0,0,0
2022,6,20,3,21.71,1.55,0,0,0,0
2022,6,20,4,21.77,1.23,0,0.36,9.37,7.58
2022,6,20,5,21.79,1.95,0.01,2.97,51.16,103.92
2022,6,20,6,21.91,2.52,0.09,9.11,145.41,282.58
2022,6,20,7,22.11,2.91,0.3,17.73,277.83,481.83
2022,6,20,8,22.3,3.1,0.52,23.66,357.39,665.9
2022,6,20,9,22.49,3.25,0.66,26.36,374.8,811.38
2022,6,20,10,22.68,3.29,0.78,28.66,396.97,905.9
2022,6,20,11,22.84,3.38,0.81,29.04,391.41,943
2022,6,20,12,22.96,3.63,0.87,31.07,437.77,917.05
2022,6,20,13,23,3.91,0.71,27.27,395.76,831.4
2022,6,20,14,23.02,4.25,0.5,21.63,315.06,691.75
2022,6,20,15,23.09,4.7,0.27,14.45,214.25,511.45
2022,6,20,16,23.15,5.32,0.1,8.59,135.56,310.65
2022,6,20,17,22.99,5.78,0.02,4.4,77.09,125.42
2022,6,20,18,22.65,5.99,0,0.59,15.25,14.05
2022,6,20,19,22.41,6.1,0,0,0,0
2022,6,20,20,22.3,6.26,0,0,0,0
2022,6,20,21,22.23,6.57,0,0,0,0
2022,6,20,22,22.19,7.09,0,0,0,0
2022,6,20,23,22.08,7.89,0,0,0,0
2022,6,21,0,21.95,8.68,0,0,0,0
2022,6,21,1,21.91,9.26,0,0,0,0
2022,6,21,2,21.94,9.55,0,0,0,0
2022,6,21,3,21.94,9.69,0,0,0,0
2022,6,21,4,21.93,9.88,0,0.29,7.91,6.3
2022,6,21,5,22.01,9.67,0.02,3.59,66.73,82.08
2022,6,21,6,22.23,9.4,0.1,10.35,197.9,231.6
2022,6,21,7,22.51,9.28,0.3,19.43,366.45,412.98
2022,6,21,8,22.72,9.01,0.62,30.3,559.71,588.2
2022,6,21,9,22.88,8.6,0.95,38.86,704.63,729.58
2022,6,21,10,23,7.92,1.16,42.84,740.94,822.17
2022,6,21,11,23.2,7.01,1.57,53.69,821.31,944.77
2022,6,21,12,23.36,6,1.4,48.94,757.74,918.52
2022,6,21,13,23.45,5.13,1.27,48.66,809.52,830.83
2022,6,21,14,23.51,4.44,0.86,39.49,683.44,691.2
2022,6,21,15,23.52,3.77,0.46,27.92,513.92,513.9
2022,6,21,16,23.46,3.11,0.18,17.29,342.46,337.8
2022,6,21,17,23.24,2.63,0.03,6.7,142.08,138.05
2022,6,21,18,22.9,2.07,0,0.88,20.68,16.52
2022,6,21,19,22.63,1.44,0,0,0,0
2022,6,21,20,22.49,1.13,0,0,0,0
2022,6,21,21,22.26,1.45,0,0,0,0
2022,6,21,22,21.89,2.09,0,0,0,0
2022,6,21,23,21.59,2.49,0,0,0,0
2022,6,22,0,21.36,2.59,0,0,0,0
2022,6,22,1,21.21,2.51,0,0,0,0
2022,6,22,2,21.18,2.28,0,0,0,0
2022,6,22,3,21.23,2.46,0,0,0,0
2022,6,22,4,21.31,3.35,0,0.41,9.63,8.12
2022,6,22,5,21.77,4.17,0.02,4.93,100.47,107.08
2022,6,22,6,22.34,4.71,0.09,8.78,147.41,265.3
2022,6,22,7,22.87,5.19,0.28,15.41,249.41,453.2
2022,6,22,8,23.4,5.47,0.5,20.48,327.54,634.83
2022,6,22,9,23.84,5.43,1.03,36.86,608.7,778.42
2022,6,22,10,24.22,5.26,1.35,45.05,754.04,870.95
2022,6,22,11,24.48,5.08,1.8,55.94,864.68,968.52
2022,6,22,12,24.73,4.83,1.78,56.25,884.09,948
2022,6,22,13,24.94,4.7,1.46,49.93,796.52,869.67
2022,6,22,14,24.97,4.83,0.96,38.3,607,735.67
2022,6,22,15,24.8,5.33,0.5,25.6,415.08,560.98
2022,6,22,16,24.51,6.14,0.2,15.27,261.84,364.52
2022,6,22,17,24.12,7.11,0.03,5.77,112.53,166.27
2022,6,22,18,23.69,7.75,0,0.92,19.91,19.67
2022,6,22,19,23.47,7.83,0,0,0,0
2022,6,22,20,23.4,7.86,0,0,0,0
2022,6,22,21,23.31,7.83,0,0,0,0
2022,6,22,22,23.22,7.62,0,0,0,0
2022,6,22,23,23.12,7.69,0,0,0,0
2022,6,23,0,23.05,7.82,0,0,0,0
2022,6,23,1,23.01,7.89,0,0,0,0
2022,6,23,2,23.01,8.03,0,0,0,0
2022,6,23,3,23.03,8.25,0,0,0,0
2022,6,23,4,23.09,8.58,0,0.39,8.98,8.23
2022,6,23,5,23.25,8.82,0.02,3.34,51.69,119.27
2022,6,23,6,23.52,9.1,0.11,9.24,150.74,303.23
2022,6,23,7,23.86,9.63,0.34,17.47,262.96,494.95
2022,6,23,8,24.2,10.48,0.71,28.95,434.06,668.23
2022,6,23,9,24.5,11.07,1.17,40.29,603.3,807.17
2022,6,23,10,24.62,11.06,1.29,40.7,582.3,898.23
2022,6,23,11,24.52,11.24,1.32,40.42,567.44,929.52
2022,6,23,12,24.24,11.57,1.38,43.36,634.18,911.25
2022,6,23,13,24,11.69,1.18,40.22,602.89,837
2022,6,23,14,23.88,11.73,0.76,29.78,431.95,711.83
2022,6,23,15,23.81,11.83,0.41,20.5,299.02,546.42
2022,6,23,16,23.7,11.96,0.13,9.78,143,355.27
2022,6,23,17,23.59,11.88,0.02,3.73,58.66,161.4
2022,6,23,18,23.57,11.79,0,0.69,15.09,18.77
2022,6,23,19,23.54,11.68,0,0,0,0
2022,6,23,20,23.56,11.96,0,0,0,0
2022,6,23,21,23.58,12.28,0,0,0,0
2022,6,23,22,23.48,12.27,0,0,0,0
2022,6,23,23,23.28,12.11,0,0,0,0
2022,6,24,0,23.12,11.84,0,0,0,0
2022,6,24,1,23.06,11.58,0,0,0,0
2022,6,24,2,23.01,11.48,0,0,0,0
2022,6,24,3,22.94,11.06,0,0,0,0
2022,6,24,4,22.96,10.66,0,0.19,5.66,6.05
2022,6,24,5,23.05,10.03,0.01,1.02,17.45,80.48
2022,6,24,6,23.16,9.21,0.04,3.71,52.55,224.17
2022,6,24,7,23.33,8.62,0.18,9.05,123.65,401.33
2022,6,24,8,23.46,8.12,0.12,5.59,61.24,581.65
2022,6,24,9,23.58,7.59,0.24,9.13,102.41,719.67
2022,6,24,10,23.71,7.21,0.49,16.66,206.93,807.75
2022,6,24,11,23.8,7.18,0.51,15.88,170.19,951.85
2022,6,24,12,23.83,7.2,1.29,40.52,566.23,919.62
2022,6,24,13,23.84,7.06,1.15,39.3,589.57,831.42
2022,6,24,14,23.87,6.96,0.66,26.07,395.74,691.05
2022,6,24,15,23.86,6.92,0.32,15.62,249.78,514.33
2022,6,24,16,23.76,6.92,0.13,9.93,175.86,323.7
2022,6,24,17,23.62,6.8,0.02,3.7,67.19,138.7
2022,6,24,18,23.43,6.67,0,0.74,16.9,16.38
2022,6,24,19,23.33,6.67,0,0,0,0
2022,6,24,20,23.3,6.66,0,0,0,0
2022,6,24,21,23.2,6.66,0,0,0,0
2022,6,24,22,23.11,6.65,0,0,0,0
2022,6,24,23,23.06,6.53,0,0,0,0
2022,6,25,0,23.02,6.28,0,0,0,0
2022,6,25,1,23.04,6.01,0,0,0,0
2022,6,25,2,23.09,5.97,0,0,0,0
2022,6,25,3,23.14,6.25,0,0,0,0
2022,6,25,4,23.23,6.76,0,0.27,7.52,6.62
2022,6,25,5,23.44,7.01,0.02,3.88,74.16,87.52
2022,6,25,6,23.6,7.03,0.11,10.28,195.14,232.5
2022,6,25,7,23.76,7.14,0.28,16.63,311.23,379.98
2022,6,25,8,23.94,7.42,0.48,22.28,439.85,503.08
2022,6,25,9,24.09,7.78,0.8,31.03,563.66,680.88
2022,6,25,10,24.19,7.97,1,35.26,604.33,793.02
2022,6,25,11,24.28,8.02,1.5,48.28,712.51,948.38
2022,6,25,12,24.48,7.98,1.29,42.49,613.99,916.75
2022,6,25,13,24.61,7.95,1.09,38.94,593.31,835.15
2022,6,25,14,24.63,8.01,0.84,34.57,555.12,693.8
