YEAR,MO,DY,HR,WS10M,T2M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,WS50M
2022,12,11,20,2.49,-0.88,0,0,3.31
2022,12,11,21,2.21,-0.77,0,0,2.94
2022,12,11,22,1.5,-0.27,0,0,1.96
2022,12,11,23,0.91,0.11,0,0,1.18
2022,12,12,0,0.84,0.03,0,0,1.11
2022,12,12,1,0.88,-0.01,0,0,1.17
2022,12,12,2,0.63,0.05,0,0,0.84
2022,12,12,3,1.29,-0.31,0,0,1.64
2022,12,12,4,1.83,-0.57,0,0,2.4
2022,12,12,5,2,-0.67,0,0,2.68
2022,12,12,6,2.11,-0.7,0,0,2.84
2022,12,12,7,2.45,-0.4,86.8,54.63,3.49
2022,12,12,8,2.59,0.3,206.95,102.32,4.01
2022,12,12,9,3.56,1.72,342.9,150,4.3
2022,12,12,10,4.25,2.91,428.48,186.6,4.94
2022,12,12,11,4.82,4.1,471.85,254.43,5.66
2022,12,12,12,4.91,4.78,425.12,163.94,6.14
2022,12,12,13,4.57,5.01,331.62,97.09,6.11
2022,12,12,14,3.76,4.44,200.17,49.52,5.98
2022,12,12,15,3.59,3.41,62.95,28.7,6
2022,12,12,16,3.76,2.48,0,0,6.14
2022,12,12,17,4.13,2.55,0,0,6.93
2022,12,12,18,4.74,2.45,0,0,8.02
2022,12,12,19,4.82,1.62,0,0,8.05
2022,12,12,20,4.55,1,0,0,7.31
2022,12,12,21,4.36,0.83,0,0,6.81
2022,12,12,22,4.61,1.12,0,0,7.56
2022,12,12,23,5.27,1.98,0,0,8.96
2022,12,13,0,6.16,2.47,0,0,9.64
2022,12,13,1,6.03,2.13,0,0,9.38
2022,12,13,2,5.35,1.76,0,0,8.71
2022,12,13,3,4.92,1.49,0,0,8.34
2022,12,13,4,4.86,1.48,0,0,8.21
2022,12,13,5,4.72,1.21,0,0,7.77
2022,12,13,6,4.56,0.45,0,0,7.15
2022,12,13,7,4.4,-0.13,88.73,70.83,6.32
2022,12,13,8,4.35,-0.09,235.67,181.9,5.24
2022,12,13,9,3.61,0.21,366.33,288.22,4.15
2022,12,13,10,2.29,0.5,445.25,354.99,2.69
2022,12,13,11,2.76,0.74,420.38,265.16,3.19
2022,12,13,12,5.07,0.7,397.6,144.95,5.92
2022,12,13,13,7.36,1.03,330.17,183.33,8.83
2022,12,13,14,9.7,1.4,210.77,49.66,11.98
2022,12,13,15,10.19,1.31,71.98,36.2,13.09
2022,12,13,16,11.22,0.69,0,0,14.4
2022,12,13,17,12.19,-0.41,0,0,15.23
2022,12,13,18,12.32,-1.78,0,0,15.02
2022,12,13,19,12.41,-3.35,0,0,15.02
2022,12,13,20,11.89,-4.74,0,0,14.51
2022,12,13,21,11.24,-5.91,0,0,13.81
2022,12,13,22,11.15,-6.63,0,0,13.68
2022,12,13,23,10.8,-7.41,0,0,13.21
2022,12,14,0,9.52,-8.2,0,0,11.83
2022,12,14,1,8.31,-8.7,0,0,10.42
2022,12,14,2,7.53,-9,0,0,9.5
2022,12,14,3,7.07,-9.31,0,0,8.93
2022,12,14,4,6.7,-9.67,0,0,8.47
2022,12,14,5,6.25,-9.92,0,0,7.91
2022,12,14,6,5.71,-10.19,0,0,7.3
2022,12,14,7,5.7,-9.85,100.33,98.8,6.86
2022,12,14,8,6.17,-8.93,261.02,252.12,7.2
2022,12,14,9,6.54,-7.92,404.02,390.51,7.5
2022,12,14,10,6.91,-7.13,490.45,467.23,7.9
2022,12,14,11,7.29,-6.64,513.05,508.04,8.33
2022,12,14,12,7.55,-6.08,484.67,437.61,8.68
2022,12,14,13,7.35,-5.88,395.3,379.41,8.54
2022,12,14,14,6.92,-5.58,256.67,231.39,8.12
2022,12,14,15,6.45,-5.47,93.2,90.43,7.79
2022,12,14,16,5.47,-5.79,0,0,7.19
2022,12,14,17,4.75,-6.02,0,0,6.64
2022,12,14,18,4.24,-6.28,0,0,6.11
2022,12,14,19,3.85,-6.38,0,0,5.51
2022,12,14,20,3.33,-6.65,0,0,4.7
2022,12,14,21,2.64,-7.17,0,0,3.74
2022,12,14,22,2.01,-7.47,0,0,2.76
2022,12,14,23,1.6,-7.57,0,0,2.06
2022,12,15,0,1.36,-7.65,0,0,1.61
2022,12,15,1,1.36,-7.68,0,0,1.51
2022,12,15,2,1.46,-7.84,0,0,1.57
2022,12,15,3,1.67,-7.92,0,0,1.95
2022,12,15,4,2.11,-7.86,0,0,2.8
2022,12,15,5,2.89,-7.46,0,0,3.95
2022,12,15,6,3.76,-6.84,0,0,5.11
2022,12,15,7,4.45,-5.56,73.85,59.42,5.9
2022,12,15,8,5.33,-3.45,194.35,131.58,6.37
2022,12,15,9,6.1,-1.37,314.85,156.98,7.03
2022,12,15,10,6.71,0.59,396.92,220.88,7.82
2022,12,15,11,6.9,2.09,442.2,126.39,8.21
2022,12,15,12,6.66,2.76,413.52,195.89,8.16
2022,12,15,13,6.17,2.76,320.7,92.48,7.8
2022,12,15,14,5.33,2.6,170.27,56.44,7.18
2022,12,15,15,5.57,2.12,52.12,34.48,7.48
2022,12,15,16,8.79,0.41,0,0,10.79
2022,12,15,17,9.48,-2.41,0,0,11.2
2022,12,15,18,8.27,-4.06,0,0,9.96
2022,12,15,19,7.48,-4.73,0,0,9.23
2022,12,15,20,7.15,-5.26,0,0,9.14
2022,12,15,21,6.92,-5.85,0,0,9.23
2022,12,15,22,6.73,-6.51,0,0,9.22
2022,12,15,23,6.85,-6.89,0,0,9.25
2022,12,16,0,6.67,-7.31,0,0,9.12
2022,12,16,1,6.35,-7.87,0,0,8.88
2022,12,16,2,6.27,-8.35,0,0,8.84
2022,12,16,3,6.16,-8.61,0,0,8.71
2022,12,16,4,5.93,-8.83,0,0,8.51
2022,12,16,5,5.56,-9.24,0,0,8.04
2022,12,16,6,4.95,-9.7,0,0,7.31
2022,12,16,7,4.73,-9.09,90.98,83.08,6.25
2022,12,16,8,4.62,-7.62,250.02,232.34,5.27
2022,12,16,9,4.43,-5.92,389.15,330.52,4.96
2022,12,16,10,4.23,-4.45,485.55,440.7,4.64
2022,12,16,11,4.29,-3.29,493.73,446.3,4.63
2022,12,16,12,4.49,-2.65,461.8,408.56,4.83
2022,12,16,13,4.77,-2.45,371.9,314.83,5.18
2022,12,16,14,4.81,-2.6,228.35,195.94,5.31
2022,12,16,15,4.44,-3.3,75.35,69.07,5.27
2022,12,16,16,3.61,-4.66,0,0,5.46
2022,12,16,17,3.94,-5.06,0,0,5.85
2022,12,16,18,4.41,-5.24,0,0,5.97
2022,12,16,19,4.22,-5.66,0,0,5.75
2022,12,16,20,4.01,-5.94,0,0,5.54
2022,12,16,21,3.85,-6.12,0,0,5.4
2022,12,16,22,3.7,-6.36,0,0,5.33
2022,12,16,23,3.6,-6.5,0,0,5.3
2022,12,17,0,3.33,-7.28,0,0,5.19
2022,12,17,1,3.17,-7.63,0,0,4.91
2022,12,17,2,2.81,-7.77,0,0,4.21
2022,12,17,3,2.33,-7.82,0,0,3.29
2022,12,17,4,2.06,-7.84,0,0,2.69
2022,12,17,5,2.11,-7.78,0,0,2.79
2022,12,17,6,2.23,-7.47,0,0,3.03
2022,12,17,7,3.49,-7.65,80.23,63.83,3.96
2022,12,17,8,5.74,-7.54,232.25,215.16,6.61
2022,12,17,9,5.99,-7.02,365.08,264.54,6.97
2022,12,17,10,5.58,-6.02,458.27,365.21,6.35
2022,12,17,11,5.42,-4.86,492.95,414.83,6.06
2022,12,17,12,5.5,-4.21,466.9,411.07,6.15
2022,12,17,13,6.32,-4.56,381.55,355.2,7.19
2022,12,17,14,7.1,-5.31,250.62,217.34,8.25
2022,12,17,15,7.69,-6.03,91.48,85.19,9.16
2022,12,17,16,8,-6.81,0,0,9.8
2022,12,17,17,7.63,-7.63,0,0,9.49
2022,12,17,18,6.78,-8.36,0,0,8.7
2022,12,17,19,6.17,-9.02,0,0,8.12
2022,12,17,20,5.85,-9.41,0,0,7.74
2022,12,17,21,5.61,-9.72,0,0,7.47
2022,12,17,22,5.33,-10.11,0,0,7.17
2022,12,17,23,5.16,-10.49,0,0,7.03
2022,12,18,0,4.95,-10.95,0,0,6.89
2022,12,18,1,4.63,-11.42,0,0,6.66
2022,12,18,2,4.58,-11.72,0,0,6.72
2022,12,18,3,4.73,-11.89,0,0,6.96
2022,12,18,4,4.8,-11.98,0,0,7.02
2022,12,18,5,4.52,-12.1,0,0,6.6
2022,12,18,6,4.03,-12.26,0,0,5.98
2022,12,18,7,4.09,-11.75,94.48,83.47,5.27
2022,12,18,8,4.35,-10.49,257.85,236.34,5.21
2022,12,18,9,4.62,-9.34,397.55,332.77,5.37
2022,12,18,10,4.92,-8.29,487.38,405.53,5.72
2022,12,18,11,5.49,-7.41,502.05,423.19,6.39
2022,12,18,12,6.07,-7.08,471.65,379.49,7.02
2022,12,18,13,6.29,-6.74,377.73,310.77,7.28
2022,12,18,14,6.29,-6.61,241.48,206.1,7.42
2022,12,18,15,6.32,-6.67,86.5,80.41,7.63
2022,12,18,16,6.22,-6.96,0,0,7.82
2022,12,18,17,6.23,-7.24,0,0,7.83
2022,12,18,18,5.85,-7.77,0,0,7.2
2022,12,18,19,5.06,-8.63,0,0,6.41
2022,12,18,20,4.29,-9.32,0,0,5.43
2022,12,18,21,3.6,-9.61,0,0,4.64
2022,12,18,22,3.12,-9.71,0,0,4.16
2022,12,18,23,2.98,-9.83,0,0,4.09
2022,12,19,0,2.96,-10.09,0,0,4.28
2022,12,19,1,3.05,-10.51,0,0,4.55
2022,12,19,2,3.01,-10.74,0,0,4.59
2022,12,19,3,2.83,-10.92,0,0,4.33
2022,12,19,4,2.52,-10.93,0,0,3.8
2022,12,19,5,2.06,-10.76,0,0,2.98
2022,12,19,6,1.38,-10.52,0,0,1.88
2022,12,19,7,0.76,-9.87,79.3,72.57,0.8
2022,12,19,8,0.81,-8.73,233.27,189.95,0.53
2022,12,19,9,0.34,-7.2,366.1,267.4,0.24
2022,12,19,10,0.38,-5.85,456.73,342.96,0.77
2022,12,19,11,0.94,-5.03,480.55,375.9,1.37
2022,12,19,12,1.59,-4.24,444.75,348.49,2.02
2022,12,19,13,2.27,-3.59,364.77,271.13,2.73
2022,12,19,14,2.59,-3.45,225.7,168.38,2.99
2022,12,19,15,2.73,-3.9,78.85,66.48,3.22
2022,12,19,16,3.09,-4.95,0,0,4.07
2022,12,19,17,3.5,-5.67,0,0,4.68
2022,12,19,18,3.43,-6.39,0,0,4.54
2022,12,19,19,3.05,-6.96,0,0,4.07
2022,12,19,20,2.45,-7.47,0,0,3.43
2022,12,19,21,2.02,-7.7,0,0,2.75
2022,12,19,22,1.63,-7.76,0,0,2.11
2022,12,19,23,1.47,-7.84,0,0,1.87
2022,12,20,0,1.53,-8.1,0,0,1.95
2022,12,20,1,1.66,-8.27,0,0,2.1
2022,12,20,2,1.76,-8.45,0,0,2.21
2022,12,20,3,1.76,-8.58,0,0,2.17
2022,12,20,4,1.82,-8.73,0,0,2.21
2022,12,20,5,1.89,-8.74,0,0,2.26
2022,12,20,6,1.81,-8.68,0,0,2.13
2022,12,20,7,1.46,-7.82,67.15,68.39,1.7
2022,12,20,8,1.33,-5.94,208.83,207.68,1.24
2022,12,20,9,1.14,-4.02,337.23,330.07,0.9
2022,12,20,10,1.08,-2.27,414.48,371.45,0.94
2022,12,20,11,0.92,-1.13,461.12,421.27,0.86
2022,12,20,12,1.15,-0.35,431.12,376.33,1.14
2022,12,20,13,1.3,0.09,346.52,312.7,1.35
2022,12,20,14,1.79,0.26,214.15,183.8,1.98
2022,12,20,15,2.01,-0.17,69.65,68.41,2.85
2022,12,20,16,2.85,-1.28,0,0,4.25
2022,12,20,17,3.37,-1.64,0,0,5.15
2022,12,20,18,3.69,-1.59,0,0,5.74
2022,12,20,19,3.85,-1.57,0,0,6.02
2022,12,20,20,3.97,-1.64,0,0,6.24
2022,12,20,21,4.27,-1.68,0,0,6.74
2022,12,20,22,4.57,-1.68,0,0,7.14
2022,12,20,23,4.9,-1.73,0,0,7.38
2022,12,21,0,5.52,-1.77,0,0,7.87
2022,12,21,1,6.09,-1.78,0,0,8.28
2022,12,21,2,6.77,-1.43,0,0,8.87
2022,12,21,3,7.07,-1.27,0,0,9.1
2022,12,21,4,6.69,-1.38,0,0,8.37
2022,12,21,5,5.67,-1.34,0,0,7.1
2022,12,21,6,4.58,-1.01,0,0,6.13
2022,12,21,7,3.83,-0.58,46.52,32.55,5.4
2022,12,21,8,3.66,0.1,143.95,102.23,5.11
2022,12,21,9,2.97,0.76,248.75,150.94,3.95
2022,12,21,10,1.94,1.71,338.6,152.38,2.44
2022,12,21,11,2.89,2.63,440.45,139.88,3.63
2022,12,21,12,4.12,2.95,409.2,205.83,4.96
2022,12,21,13,4.55,2.99,338.85,221.52,5.63
2022,12,21,14,4.07,2.65,207.5,137.65,5.64
2022,12,21,15,3.43,1.37,75.23,62.87,5.68
2022,12,21,16,3.86,0.21,0,0,6.2
2022,12,21,17,4.87,-0.03,0,0,7.47
2022,12,21,18,6.19,-0.67,0,0,8.6
2022,12,21,19,6.98,-1.47,0,0,8.98
2022,12,21,20,6.93,-2.05,0,0,8.95
2022,12,21,21,6.7,-2.4,0,0,8.9
2022,12,21,22,6.82,-2.73,0,0,9.14
2022,12,21,23,7.4,-3.35,0,0,9.64
2022,12,22,0,7.83,-4.38,0,0,10.01
2022,12,22,1,7.89,-5.61,0,0,10.13
2022,12,22,2,7.78,-6.65,0,0,10.04
2022,12,22,3,7.75,-7.48,0,0,10.1
2022,12,22,4,7.85,-8.2,0,0,10.23
2022,12,22,5,7.83,-8.85,0,0,10.2
2022,12,22,6,7.94,-9.32,0,0,10.35
2022,12,22,7,8.43,-9.07,80.95,73.83,10.61
2022,12,22,8,9.62,-8.06,246.08,170.27,11.51
2022,12,22,9,10.31,-7.29,387.77,245.91,12.03
2022,12,22,10,10.79,-6.51,478,319.69,12.49
2022,12,22,11,11.1,-6.13,509.38,348.63,12.79
2022,12,22,12,11.23,-6.14,481,287.86,12.98
2022,12,22,13,11.26,-6.36,394.73,255.67,13.09
2022,12,22,14,11.26,-6.97,254.62,155.16,13.26
2022,12,22,15,11.14,-7.8,96.1,83.9,13.38
2022,12,22,16,10.95,-8.64,0,0,13.45
2022,12,22,17,11,-9.05,0,0,13.53
2022,12,22,18,11.15,-9.23,0,0,13.66
2022,12,22,19,11.27,-9.63,0,0,13.76
2022,12,22,20,11.23,-10.31,0,0,13.77
2022,12,22,21,11.14,-10.92,0,0,13.69
2022,12,22,22,11.29,-11.64,0,0,13.93
2022,12,22,23,11.15,-12.29,0,0,13.82
2022,12,23,0,11.1,-12.72,0,0,13.78
2022,12,23,1,11.08,-13.06,0,0,13.73
2022,12,23,2,10.93,-13.25,0,0,13.54
2022,12,23,3,10.76,-13.4,0,0,13.36
2022,12,23,4,10.58,-13.6,0,0,13.19
2022,12,23,5,10.25,-13.74,0,0,12.87
2022,12,23,6,10.03,-13.77,0,0,12.67
2022,12,23,7,10.28,-13.33,46.75,48.62,12.69
2022,12,23,8,11.18,-12.33,232.27,190.57,13.37
2022,12,23,9,11.62,-11.34,371.83,259.89,13.62
2022,12,23,10,11.72,-10.41,467.77,331.61,13.63
2022,12,23,11,12.02,-9.56,502.38,350.81,13.93
2022,12,23,12,12.39,-9.12,475.08,310.73,14.35
2022,12,23,13,12.49,-9.25,388.23,231.77,14.6
2022,12,23,14,12.28,-9.55,252.73,167.52,14.51
2022,12,23,15,11.84,-9.97,94.7,77.32,14.14
2022,12,23,16,11.28,-10.34,0,0,13.61
2022,12,23,17,10.81,-10.61,0,0,13.09
2022,12,23,18,10.1,-11.02,0,0,12.21
2022,12,23,19,9.35,-11.4,0,0,11.35
2022,12,23,20,8.45,-11.74,0,0,10.5
2022,12,23,21,7.3,-12.24,0,0,9.31
2022,12,23,22,6.19,-12.71,0,0,8.14
2022,12,23,23,5.43,-13.06,0,0,7.32
2022,12,24,0,4.73,-13.33,0,0,6.59
2022,12,24,1,3.98,-13.55,0,0,5.81
2022,12,24,2,3.28,-13.72,0,0,4.91
2022,12,24,3,2.69,-13.82,0,0,3.98
2022,12,24,4,2.24,-13.88,0,0,3.11
2022,12,24,5,1.82,-13.95,0,0,2.39
2022,12,24,6,1.56,-14,0,0,1.97
2022,12,24,7,1.51,-13.21,73.25,67.87,1.83
2022,12,24,8,1.62,-11.54,231.58,220.5,1.66
2022,12,24,9,1.43,-10.13,367.5,323.02,1.44
2022,12,24,10,1.47,-8.58,459.12,410.54,1.51
2022,12,24,11,1.97,-6.98,492.2,443.01,2.02
2022,12,24,12,2.43,-5.74,459.8,403.25,2.5
2022,12,24,13,2.51,-4.99,369.52,339.16,2.61
2022,12,24,14,2.31,-4.72,237.45,215.13,2.45
2022,12,24,15,1.92,-5.24,73.12,73.28,2.31
2022,12,24,16,1.75,-6.6,0,0,2.38
2022,12,24,17,1.92,-6.99,0,0,2.58
2022,12,24,18,2.13,-7.27,0,0,2.86
2022,12,24,19,2.33,-7.54,0,0,3.13
2022,12,24,20,2.48,-7.8,0,0,3.36
2022,12,24,21,2.49,-7.98,0,0,3.37
2022,12,24,22,2.47,-8.09,0,0,3.32
2022,12,24,23,2.44,-8.21,0,0,3.28
2022,12,25,0,2.42,-8.35,0,0,3.26
2022,12,25,1,2.41,-8.53,0,0,3.25
2022,12,25,2,2.43,-8.84,0,0,3.28
2022,12,25,3,2.63,-9.3,0,0,3.61
2022,12,25,4,2.93,-9.64,0,0,4.1
2022,12,25,5,3.11,-9.81,0,0,4.43
2022,12,25,6,3.44,-10.12,0,0,4.83
2022,12,25,7,3.59,-9.56,72.48,69.41,5.18
2022,12,25,8,4.44,-7.85,230,221.45,5.21
2022,12,25,9,4.55,-6.5,371.77,338.3,5.07
2022,12,25,10,4.59,-4.93,470.02,409.91,5.09
2022,12,25,11,5.15,-3.21,478.15,449.48,5.76
2022,12,25,12,5.67,-1.82,443.52,420.06,6.33
2022,12,25,13,5.88,-0.95,358.25,339.53,6.61
2022,12,25,14,5.64,-0.78,225.65,215.75,6.54
2022,12,25,15,4.65,-1.74,87.73,84.7,6.44
2022,12,25,16,4.34,-4.05,0,0,6.87
2022,12,25,17,4.63,-4.91,0,0,7.36
2022,12,25,18,4.64,-5.6,0,0,7.37
2022,12,25,19,4.47,-6.27,0,0,7.07
2022,12,25,20,4.2,-6.79,0,0,6.52
2022,12,25,21,3.9,-7.18,0,0,5.86
2022,12,25,22,3.66,-7.36,0,0,5.4
2022,12,25,23,3.71,-7.49,0,0,5.29
2022,12,26,0,3.6,-7.89,0,0,4.97
2022,12,26,1,3.25,-8.31,0,0,4.44
2022,12,26,2,2.9,-8.66,0,0,3.91
2022,12,26,3,2.58,-8.92,0,0,3.47
2022,12,26,4,2.26,-9.1,0,0,3.02
2022,12,26,5,1.96,-9.11,0,0,2.6
2022,12,26,6,1.7,-8.95,0,0,2.24
2022,12,26,7,1.49,-8.34,66.23,61.86,2.03
2022,12,26,8,1.52,-6.52,215.45,179.22,1.93
2022,12,26,9,1.75,-4.91,350.38,270.32,1.95
2022,12,26,10,1.85,-3.72,440.55,251.86,2.04
2022,12,26,11,2.01,-2.9,418.7,299.67,2.2
2022,12,26,12,1.87,-2.1,423.27,381.79,2.03
2022,12,26,13,1.87,-1.31,340.27,281.3,2
2022,12,26,14,1.9,-1.09,223.2,213.12,2.08
2022,12,26,15,1.61,-1.77,84.33,82.71,2.19
2022,12,26,16,1.79,-3.29,0,0,2.4
2022,12,26,17,2,-3.85,0,0,2.65
2022,12,26,18,2.28,-4.28,0,0,3.01
2022,12,26,19,2.48,-4.68,0,0,3.28
2022,12,26,20,2.69,-5.1,0,0,3.57
2022,12,26,21,2.82,-5.47,0,0,3.76
2022,12,26,22,2.84,-5.77,0,0,3.8
2022,12,26,23,2.7,-5.89,0,0,3.59
2022,12,27,0,2.43,-5.98,0,0,3.19
2022,12,27,1,2.21,-5.99,0,0,2.87
2022,12,27,2,2.17,-6.22,0,0,2.83
2022,12,27,3,2.22,-6.52,0,0,2.91
2022,12,27,4,2.15,-6.64,0,0,2.82
2022,12,27,5,1.93,-6.56,0,0,2.52
2022,12,27,6,1.61,-6.43,0,0,2.1
2022,12,27,7,1.17,-5.71,56.12,57.81,1.52
2022,12,27,8,0.68,-4.04,211.05,208.16,0.93
2022,12,27,9,0.82,-2.47,349.5,323.49,1.09
2022,12,27,10,1.99,-0.52,438.9,403.56,2.33
2022,12,27,11,2.81,0.48,449.45,436.98,3.16
2022,12,27,12,3.39,1.02,437.88,416.62,3.79
2022,12,27,13,3.74,1.08,362.55,333.63,4.19
2022,12,27,14,3.72,0.65,234.33,222.66,4.31
2022,12,27,15,2.67,-0.78,90.02,83.01,4.08
2022,12,27,16,2.64,-2.55,0,0,3.77
2022,12,27,17,2.36,-2.59,0,0,3.27
2022,12,27,18,1.98,-2.49,0,0,2.66
2022,12,27,19,1.69,-2.49,0,0,2.25
2022,12,27,20,1.73,-2.63,0,0,2.3
2022,12,27,21,1.93,-2.8,0,0,2.58
2022,12,27,22,2.41,-3.03,0,0,3.26
2022,12,27,23,3.16,-3.46,0,0,4.44
2022,12,28,0,3.91,-3.49,0,0,5.75
2022,12,28,1,4.22,-2.6,0,0,6.57
2022,12,28,2,4.87,-1.95,0,0,7.93
2022,12,28,3,7.75,-2.03,0,0,10.81
2022,12,28,4,8.32,-3.81,0,0,10.84
2022,12,28,5,6.57,-5.59,0,0,9.33
2022,12,28,6,5.43,-6.83,0,0,8.36
2022,12,28,7,5.29,-6.43,63.85,63.13,7.56
2022,12,28,8,5.66,-4.79,221.73,208.89,6.9
2022,12,28,9,5.91,-3.44,370.35,330.54,6.89
2022,12,28,10,5.85,-2.44,474.33,422.73,6.74
2022,12,28,11,6.03,-1.79,496.65,448.63,6.91
2022,12,28,12,6.35,-1.5,476.1,399.73,7.28
2022,12,28,13,6.44,-1.5,395.1,363.32,7.45
2022,12,28,14,6.09,-1.81,262.45,238.43,7.23
2022,12,28,15,5.14,-2.42,109.7,100.52,6.69
2022,12,28,16,4.06,-3.98,0,0,6.7
2022,12,28,17,4.33,-4.59,0,0,7.13
2022,12,28,18,4.61,-4.99,0,0,7.42
2022,12,28,19,4.6,-5.98,0,0,7.34
2022,12,28,20,4.13,-7.08,0,0,6.63
2022,12,28,21,3.59,-7.76,0,0,5.71
2022,12,28,22,3.31,-8.06,0,0,5.13
2022,12,28,23,3.29,-8.1,0,0,4.98
2022,12,29,0,3.33,-8.02,0,0,4.94
2022,12,29,1,3.36,-7.99,0,0,4.92
2022,12,29,2,3.43,-8.09,0,0,4.96
2022,12,29,3,3.47,-8.29,0,0,4.99
2022,12,29,4,3.36,-8.48,0,0,4.78
2022,12,29,5,3.16,-8.77,0,0,4.41
2022,12,29,6,2.88,-9.07,0,0,3.93
2022,12,29,7,2.4,-8.28,54.88,56.57,3.32
2022,12,29,8,2.24,-6.27,212.33,204.41,2.54
2022,12,29,9,1.77,-4.74,352.98,298.98,2
2022,12,29,10,1.63,-3.41,443.17,393.64,1.92
2022,12,29,11,2.27,-2.35,444.25,390.32,2.66
2022,12,29,12,2.85,-1.6,423.7,353.93,3.26
2022,12,29,13,3.11,-1.17,342.98,308.97,3.54
2022,12,29,14,2.92,-1.03,217.67,192.22,3.37
2022,12,29,15,1.89,-1.77,77.92,75.59,2.71
2022,12,29,16,1.36,-2.82,0,0,1.9
2022,12,29,17,0.92,-2.8,0,0,1.27
2022,12,29,18,0.74,-2.77,0,0,1.05
2022,12,29,19,0.99,-2.77,0,0,1.34
2022,12,29,20,1.36,-2.88,0,0,1.84
2022,12,29,21,1.74,-2.74,0,0,2.36
2022,12,29,22,2.01,-2.57,0,0,2.76
2022,12,29,23,1.94,-2.19,0,0,2.71
2022,12,30,0,1.62,-1.89,0,0,2.26
2022,12,30,1,1.52,-2.24,0,0,2.02
2022,12,30,2,2.11,-3.5,0,0,2.71
2022,12,30,3,2.64,-4.73,0,0,3.49
2022,12,30,4,3.01,-5.7,0,0,4.1
2022,12,30,5,3.2,-6.56,0,0,4.46
2022,12,30,6,3.13,-7.21,0,0,4.35
2022,12,30,7,2.7,-6.62,56.38,57.78,3.85
2022,12,30,8,2.81,-4.46,226.73,217.66,3.33
2022,12,30,9,2.94,-3,375.88,353.29,3.32
2022,12,30,10,3.39,-1.71,483.9,446.55,3.76
2022,12,30,11,3.72,-1.02,496.08,474.66,4.08
2022,12,30,12,4.03,-0.74,459.75,410.04,4.39
2022,12,30,13,4.22,-0.8,380.5,366.43,4.61
2022,12,30,14,4.12,-1.23,253.7,243.82,4.62
2022,12,30,15,3.54,-2.13,107.12,104.62,4.49
2022,12,30,16,2.83,-3.76,0,0,4.43
2022,12,30,17,2.9,-4.31,0,0,4.42
2022,12,30,18,2.97,-4.4,0,0,4.52
2022,12,30,19,3.03,-4.64,0,0,4.53
2022,12,30,20,3.06,-5.03,0,0,4.45
2022,12,30,21,3.03,-5.53,0,0,4.26
2022,12,30,22,2.95,-5.92,0,0,4.07
2022,12,30,23,2.73,-6.24,0,0,3.72
2022,12,31,0,2.3,-6.27,0,0,3.08
2022,12,31,1,1.76,-5.97,0,0,2.3
2022,12,31,2,1.22,-5.58,0,0,1.57
2022,12,31,3,0.8,-5.22,0,0,1.12
2022,12,31,4,0.91,-4.99,0,0,1.36
2022,12,31,5,1.05,-4.63,0,0,1.61
2022,12,31,6,1.22,-4.42,0,0,1.86
2022,12,31,7,1.45,-3.74,69.5,49.38,2.21
2022,12,31,8,1.86,-2.01,226.8,130.91,2.57
2022,12,31,9,2.54,-0.2,376.92,219.37,3.11
2022,12,31,10,3.87,1.55,472.2,259.23,4.73
2022,12,31,11,5.27,2.7,475.8,288.07,6.38
2022,12,31,12,5.82,2.98,449.8,265.62,7.09
2022,12,31,13,5.81,2.92,366.73,246.95,7.21
2022,12,31,14,5.26,2.78,238.55,191.87,6.77
2022,12,31,15,3.96,1.78,87.92,71.41,6.37
2022,12,31,16,3.77,0.18,3.45,7.05,6.17
2022,12,31,17,3.62,-0.08,0,0,5.8
2022,12,31,18,3.55,-0.42,0,0,5.5
2022,12,31,19,3.62,-0.75,0,0,5.49
2022,12,31,20,3.8,-0.91,0,0,5.84
2022,12,31,21,4.02,-0.82,0,0,6.32
2022,12,31,22,4.16,-0.2,0,0,6.79
2022,12,31,23,4.4,0,0,0,7.35
2023,1,1,0,4.54,0.16,0,0,7.76
2023,1,1,1,4.57,-0.3,0,0,7.8
2023,1,1,2,4.9,-1.5,0,0,7.61
2023,1,1,3,5.18,-3.06,0,0,7.36
2023,1,1,4,4.94,-4,0,0,7.08
2023,1,1,5,4.29,-4.84,0,0,6.21
2023,1,1,6,3.93,-5.47,0,0,5.67
2023,1,1,7,3.77,-4.99,53.35,54.61,5.31
2023,1,1,8,4.31,-3.35,216.2,219.19,4.98
2023,1,1,9,4.28,-1.68,360.6,359.2,4.84
2023,1,1,10,5.27,0.39,466.83,453.92,6.07
2023,1,1,11,6.55,1.58,476.9,466.55,7.48
2023,1,1,12,7.38,1.9,462.15,463.88,8.48
2023,1,1,13,7.86,1.77,387.67,365.37,9.14
2023,1,1,14,7.81,1.18,262.77,259.7,9.32
2023,1,1,15,6.88,-0.1,106.73,104.11,9.06
2023,1,1,16,5.9,-2.02,4.55,7.82,8.88
2023,1,1,17,6.06,-2.75,0,0,8.92
2023,1,1,18,6.4,-3.38,0,0,9.18
2023,1,1,19,6.74,-3.91,0,0,9.47
2023,1,1,20,6.82,-4.41,0,0,9.51
2023,1,1,21,6.6,-4.93,0,0,9.23
2023,1,1,22,6.29,-5.44,0,0,8.96
2023,1,1,23,6.04,-5.93,0,0,8.8
2023,1,2,0,5.84,-6.38,0,0,8.66
2023,1,2,1,5.59,-6.75,0,0,8.43
